,Title,Year,Authors,Journal,Journal Acronym,Rank
16,A portrait photo-to-tattoo transform based on digital tattooing.,2020,"Xingpeng Xu, Wojciech Michal Matkowski, Adams Wai-Kin Kong",Multim. Tools Appl. 79: 24367-24392 ,MTA,Unranked
17,"A survey on image and video cosegmentation: Methods, challenges and analyses.",2020,"Yan Ren, Adams Wai-Kin Kong, Licheng Jiao",Pattern Recognit. 103: 107297 ,PR,Unranked
18,Palmprint Recognition in Uncontrolled and Uncooperative Environment.,2020,"Wojciech Michal Matkowski, Tingting Chai, Adams Wai-Kin Kong",IEEE Trans. Inf. Forensics Secur. 15: 1601-1615 ,TIFS,Unranked
19,New Threats Against Object Detector with Non-local Block.,2020,"Yi Huang, Fan Wang, Adams Wai-Kin Kong, Kwok-Yan Lam",ECCV  2020: 481-497,ECCV,A*
20,Gender and Ethnicity Classification based on Palmprint and Palmar Hand Images from Uncontrolled Environment.,2020,"Wojciech Michal Matkowski, Adams Wai-Kin Kong",IJCB 2020: 1-7,ICB,Unranked
21,Gender and Ethnicity Classification based on Palmprint and Palmar Hand Images from Uncontrolled Environment.,2020,"Wojciech Michal Matkowski, Adams Wai-Kin Kong",CoRR abs/2008.02500 ,CORR,Unranked
22,A study on wrist identification for forensic investigation.,2019,"Wojciech Michal Matkowski, Frodo Kin Sun Chan, Adams Wai-Kin Kong",Image Vis. Comput. 88: 96-112 ,IVC,Unranked
23,Adversarial Signboard against Object Detector.,2019,"Yi Huang, Adams Wai-Kin Kong, Kwok-Yan Lam",BMVC 2019: 231,BMVC,A
24,Palmprint Recognition Using Realistic Animation Aided Data Augmentation.,2019,"Swarup Pranjal, Adams Wai-Kin Kong",BTAS 2019: 1-9,BTAS,Unranked
25,The Nipple-Areola Complex for Criminal Identification.,2019,"Wojciech Michal Matkowski, Krzysztof Matkowski, Adams Wai-Kin Kong, Cory Lloyd Hall",ICB 2019: 1-6,ICB,Unranked
26,Probabilistic Deep Ordinal Regression Based on Gaussian Processes.,2019,"Yanzhu Liu, Fan Wang, Adams Wai-Kin Kong",ICCV 2019: 5300-5308,ICCV,A*
